Experiment;Name;Weather;Soil;Year;Sowing;Harvest;Irrigation;Management;Fertilisation_org;Fertilisation_min;Residues;CO2;Crop;Cultivar;Lat;Long;Elevation
EX1;ATB_Marquart;weather1;soil1;2015;19.10.2014;22.07.2015;irrig1;no_manag;no_fert;no_fert;no_resi;no_co2;WRa;Aurelia;52.467;12.959;40
